AS1,AS2,BI1,BI2,BI3,D1,D2,ColorScore,Label
0.28732553221485974,0.511866159124019,0.22420221319579278,33.393609965506165,0.3338418102532811,237.47970110456805,79.08488548545716,2,0
0.9452829452829453,0.1588861588861589,0.09666929444225462,43.34592913410514,0.46532462325706186,258.3280987837005,90.12523087391114,3,0
0.49162031030621856,1.1038441715392682,0.33666282928150604,24.08535292541399,0.12341377214588968,287.6882386150897,114.58845442719917,2,0
0.2806473520329058,0.33031355313232785,0.20566806858621806,46.985510105559015,0.3590035496531713,319.6041756824326,46.82445258968011,2,0
2.0,0.4195467780731738,5.326507253998206,11.088894650719979,0.09559847655746655,267.03705428117996,558.6663281273343,2,0
1.1940660437914556,1.3056130090578417,1.5110621534325348,9.955571731440358,0.0465075642374693,248.12497363707848,203.7235263795707,1,1
1.9772733827473827,1.5583883713552331,0.2582905732297317,28.35170319648003,0.2961761733631602,222.31320529353172,114.96579419043377,1,0
0.9822659671335039,0.6210813857694142,0.05693413095068844,50.671004416050536,0.7057118630614684,242.7926523257805,28.58886783563679,3,0
0.4869972868717816,0.5993613997526809,0.15465104308029237,33.57273753553402,0.26512521727381577,268.4360566164113,125.52603982270122,1,0
0.28949484462629904,0.2073345751015298,0.11703993695502962,55.60164703201256,0.39504260138563846,362.28376994677166,173.090732017314,3,0
1.3539622641509435,0.869937106918239,0.059332430494702465,35.54877857062504,0.5060246732376108,201.50612156865498,15.794502431700266,1,0
0.31128193260823633,0.18442684804153378,0.1974022555629796,45.40158484437033,0.2622356074875419,364.9046788171373,143.9280782481972,1,1
0.28310238645111624,0.8877983063895304,0.12650999341093785,31.16181542228529,0.5955869888150545,163.57634639270077,15.211433884173431,3,0
1.6877671483818442,0.9546102177895379,0.06792608119751546,41.723770519284066,0.5626588043261627,227.83226010212474,116.17060682993977,3,0
0.7693306597918457,0.5430726630382889,0.38038138707306696,21.68234875661201,0.11425667292346169,279.5837824687303,208.0593877714769,0,0
0.209851919008764,0.4645512239347235,0.13781497177302143,36.43314998697162,0.5103890237678856,207.53055330497415,61.158416101311076,3,0
0.7523835141516483,0.5856122418482321,0.3216604187620005,23.247513333699846,0.20698716112611099,216.3793888770435,121.86538215627317,1,0
1.3344511600701892,0.6224995125755508,0.5139684532684611,19.071317193238787,0.08966843052702322,280.0975682661573,173.7527873025899,1,0
0.4682437133485737,0.19093529470231588,0.2747088081596676,34.77202304407659,0.3826460521659969,231.96157874843294,82.66503015126676,2,0
0.5232312431579216,0.531123501107462,0.22765178284612914,38.37155545445365,0.23774398801673352,323.31282205097204,56.52324163005761,3,0
2.0,0.23922392239223922,7.400875075437538,13.572291233137031,0.11641594016047548,265.1840789606311,537.5231109924911,2,1
0.7615941129332626,0.36191465107617293,0.3233522666380881,41.68609853314026,0.2340260357726369,370.16208666934887,282.37608291709626,3,0
0.21677103441781628,0.17623240265549225,0.13451177648517212,36.73309128436595,0.20210802825373156,331.7692838652176,72.54595499818697,3,0
2.0,0.26429878929959216,5.439786304963291,18.276144324983395,0.1342755669732583,285.4718793199266,479.2567082812453,2,0
1.9003699136868064,0.3274969173859433,0.16397348087080546,27.792275832614376,0.3042614866148192,205.19788004918848,45.52310951251246,3,0
0.2888419187210987,0.24450125988757926,0.21094774198959165,40.421334999407044,0.181258764730781,393.0436887666573,178.37537376447017,2,0
0.1536379385015158,0.1595928973581637,0.08164103125513164,41.49689747758743,0.5922381069977017,218.51983272067312,63.80477469459035,2,0
2.0,2.0,0.34295161743145025,14.478425794651148,0.16434620184649756,160.16810344907842,95.70997834286156,2,1
